Code commune,Libellé de la commune,N.Pan.,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,D_elec_2020
31169,Escalquens,1.0,LDVD,M,TRONCO,Jean-Luc,Avec vous pour Escalquens,21.0,0.0,4.0,940.0,17.26,37.83,0.0
31187,Fonsorbes,2.0,LDVG,F,SIMEON,Françoise,FONSORBES CITOYENNETE,25.0,0.0,4.0,1580.0,17.22,50.03,1.0
31193,Le Fousseret,2.0,LNC,M,LAGARRIGUE,Pierre,Le Fousseret Toujours en action,15.0,0.0,2.0,476.0,33.95,50.53,0.0
31203,Frouzins,1.0,LUG,M,LAFFON,Jérôme,Frouzins Ensemble,22.0,0.0,3.0,1501.0,22.37,53.1,1.0
31224,Gourdan-Polignan,3.0,LNC,M,SAULNERON,Patrick,PASSIONNÉMENT GOURDANAIS,12.0,0.0,3.0,330.0,37.41,56.99,0.0
31239,L'Isle-en-Dodon,3.0,LNC,M,WELTER,Lionel,GENERATIONS L'ISLE-EN-DODON,14.0,0.0,2.0,374.0,27.62,38.84,0.0
31248,Labarthe-sur-Lèze,2.0,LDVG,M,CADAS,Yves,AVEC VOTRE CONFIANCE LABARTHE AVANCE,21.0,0.0,2.0,733.0,17.2,36.78,1.0
31253,Labastidette,1.0,LNC,M,AUTHIE,Olivier,AGIR AVEC VOUS POUR LABASTIDETTE,18.0,0.0,1.0,495.0,25.78,58.1,0.0
31291,Léguevin,3.0,LDVC,M,CARDEILHAC-PUGENS,Etienne,Etienne CARDEILHAC-PUGENS Léguevin avec Vous,22.0,0.0,7.0,1748.0,26.63,47.28,0.0
31299,Lherm,1.0,LDVG,M,PASIAN,Frédéric,AGIR ENSEMBLE,21.0,0.0,6.0,786.0,27.11,50.13,1.0
31311,La Magdelaine-sur-Tarn,3.0,LNC,F,GAYRAUD,Isabelle,LA-MAGDELAINE POUR TOUS,12.0,0.0,2.0,299.0,36.15,56.63,0.0
31346,Mirepoix-sur-Tarn,3.0,LNC,F,BLANCHARD ESSNER,Sonia,FAIRE VIVRE NOTRE VILLAGE,11.0,0.0,2.0,215.0,27.78,45.17,0.0
31351,Mondonville,2.0,LDIV,F,BARRAQUÉ ONNO,Véronique,CITOYENS MONDONVILLOIS,20.0,0.0,1.0,680.0,20.36,41.9,0.0
31358,Montastruc-la-Conseillère,1.0,LNC,M,CAPEL,Jean-Baptiste,Montastruc c'est vous !,16.0,0.0,4.0,579.0,21.83,35.67,0.0
31446,Ramonville-Saint-Agne,5.0,LDVG,M,LUBAC,Christophe,Ramonville Pour Tous,23.0,0.0,8.0,1427.0,15.26,35.53,1.0
31460,Roquettes,2.0,LDVD,M,CAPDECOMME,Michel,Roquettes village à vivre,20.0,0.0,2.0,890.0,26.94,46.4,0.0
31480,Sainte-Foy-d'Aigrefeuille,2.0,LNC,M,RUFFAT,Daniel,CONTINUONS D'AGIR POUR SAINTE FOY D'AIGREFEUILLE,15.0,0.0,2.0,607.0,31.73,51.79,0.0
31484,Saint-Geniès-Bellevue,4.0,LNC,F,LAY,Sophie,Belavenir pour Saint-Genies,16.0,0.0,3.0,569.0,28.78,56.06,0.0
31499,Saint-Lys,3.0,LDVG,M,DEUILHÉ,Serge,SAINT-LYS ENSEMBLE,21.0,0.0,3.0,1250.0,18.49,45.64,1.0
31555,Toulouse,3.0,LDVD,M,MOUDENC,Jean-Luc,AIMER TOULOUSE AVEC JEAN-LUC MOUDENC,53.0,0.0,51.0,55826.0,22.78,51.98,0.0
31557,Tournefeuille,2.0,LDVG,M,FOUCHIER,Dominique,DOMINIQUE FOUCHIER 2020 VIVRE ENSEMBLE FAIRE ENSEMBLE,26.0,0.0,4.0,3805.0,18.04,44.71,1.0
31582,Villefranche-de-Lauragais,2.0,LDVG,M,BARJOU,Bernard,VILLEFRANCHE VivaCité,21.0,0.0,6.0,907.0,26.47,52.95,1.0
32107,Condom,1.0,LDIV,M,ROUSSE,Jean-François,"CONDOM NOTRE VILLE, POUR UN NOUVEL ELAN",20.0,0.0,14.0,1014.0,21.35,35.27,0.0
32132,Fleurance,1.0,LDVG,M,GUARDIA-MAZZOLENI,Ronny,FLEURANCE DEMAIN AUTREMENT,21.0,0.0,12.0,1121.0,23.11,40.18,1.0
32160,L'Isle-Jourdain,4.0,LSOC,M,IDRAC,Francis,CONTINUONS ENSEMBLE AVEC FRANCIS IDRAC,22.0,0.0,12.0,1520.0,23.17,50.17,1.0
32208,Lectoure,3.0,LDVD,M,BALLENGHIEN,Xavier,"ENSEMBLE, ENTREPRENDRE POUR TOUS",21.0,0.0,8.0,978.0,35.36,52.36,0.0
32249,Mauvezin,3.0,LNC,M,BAQUE,Alain,ENSEMBLE POUR LE CHANGEMENT,15.0,0.0,6.0,521.0,31.63,50.1,0.0
32256,Mirande,2.0,LDIV,M,FANTON,Patrick,MIRANDE AU COEUR,18.0,0.0,12.0,814.0,34.16,53.34,0.0
32462,Vic-Fezensac,2.0,LNC,F,NETO,Barbara,VIC AVENIR,17.0,0.0,15.0,889.0,33.4,46.3,0.0
33003,Ambarès-et-Lagrave,4.0,LDVG,M,GUENDEZ,Nordine,Notre Par(t)i C'est Vous,23.0,0.0,2.0,1387.0,13.34,39.08,1.0
33013,Artigues-près-Bordeaux,3.0,LDIV,M,GARNIER,Alain,Artigues j'aime 2020,21.0,0.0,1.0,1275.0,21.84,43.98,0.0
33029,Le Barp,1.0,LDVC,F,SARRAZIN,Blandine,Ré-AGISSONS POUR UN NOUVEL HORIZON,21.0,0.0,5.0,781.0,19.74,37.39,0.0
33039,Bègles,1.0,LDVG,M,ROSSIGNOL-PUECH,Clement,VIVONS BEGLES,28.0,0.0,2.0,3412.0,17.98,58.86,1.0
33042,Belin-Béliet,3.0,LDVG,M,DECLERCQ,Cyrille,AGIR DURABLEMENT POUR BELIN-BELIET,21.0,0.0,5.0,928.0,23.6,40.9,1.0
33058,Blaye,4.0,LDVG,M,BALDÈS,Denis,BLAYE AVANCE !,22.0,0.0,8.0,614.0,18.36,54.38,1.0
33063,Bordeaux,4.0,LUG,M,HURMIC,Pierre,BORDEAUX RESPIRE !,48.0,0.0,26.0,26509.0,17.52,46.48,1.0
33067,Bourg,3.0,LNC,M,JOLY,Pierre,S'UNIR POUR UNE TRANSITION CITOYENNE,15.0,0.0,2.0,307.0,19.82,46.23,0.0
33075,Bruges,2.0,LDVG,F,TERRAZA,Brigitte,Bruges Notre Ville,26.0,0.0,2.0,2446.0,19.81,56.4,1.0
33077,Cabanac-et-Villagrains,2.0,LNC,F,CAUSSÉ,Anne-Marie,Cabanac-et-Villagrains 2020,14.0,0.0,2.0,420.0,24.82,45.6,0.0
33080,Cadaujac,4.0,LDIV,M,GAZEAU,Francis,"Ensemble, allons plus loin pour Cadaujac",23.0,0.0,5.0,1238.0,27.01,54.95,0.0
33096,Carbon-Blanc,4.0,LDVG,M,LABESSE,Patrick,AUX ARBRES citoyens !,23.0,0.0,1.0,1379.0,23.97,56.08,1.0
33154,Les Eglisottes-et-Chalaures,2.0,LNC,M,HUCHET,Patrick,LES EGLISOTTES NOTRE COMMUNE,17.0,0.0,1.0,356.0,25.16,78.41,0.0
33167,Floirac,4.0,LUG,M,PUYOBRAU,Jean-Jacques,"POUR VOUS, AVEC VOUS, POUR FLOIRAC",28.0,0.0,2.0,1987.0,17.16,62.78,1.0
33229,Lanton,2.0,LDIV,F,LARRUE,Marie,AGIR ET RÉUSSIR ENSEMBLE 2020,22.0,0.0,3.0,1505.0,23.9,50.22,0.0
33281,Mérignac,3.0,LUG,M,ANZIANI,Alain,"Ensemble, nous sommes Mérignac",41.0,0.0,8.0,8388.0,18.56,64.92,1.0
33314,Pauillac,3.0,LDVC,M,FATIN,Florent,Pauillac Demain,19.0,0.0,4.0,625.0,19.9,38.02,0.0
33318,Pessac,2.0,LDVD,M,RAYNAL,Franck,Naturellement Pessac,37.0,0.0,6.0,7682.0,18.14,50.57,0.0
33339,Prignac-et-Marcamps,3.0,LNC,F,BOUCHET,Marie-Christine,"AVEC ET POUR VOUS, PARTAGEONS DEMAIN",11.0,0.0,1.0,231.0,22.71,41.47,0.0
33413,Saint-Germain-du-Puch,1.0,LNC,M,TOSI,François,"Vivre Saint Germain aujourd'hui, demain",14.0,0.0,1.0,442.0,24.76,39.71,0.0
33422,Saint-Jean-d'Illac,1.0,LDVG,M,QUINTANO,Edouard,Illacalternative 2020,22.0,0.0,6.0,1613.0,24.19,48.85,1.0
33433,Saint-Loubès,1.0,LDIV,F,FAVRE,Emmanuelle,Saint Loubès Ensemble,20.0,0.0,5.0,1159.0,16.37,37.16,0.0
33447,Saint-Médard-de-Guizières,3.0,LNC,F,CONTE JAUBERT,Mireille,Saint-Médard-De-Guizières Ensemble Pour Demain,15.0,0.0,1.0,526.0,29.14,56.93,0.0
33449,Saint-Médard-en-Jalles,4.0,LDVG,M,DELPEYRAT,Stéphane,Demain Saint-Médard-en-Jalles avec vous,30.0,0.0,3.0,4890.0,20.47,52.46,1.0
33478,Saint-Seurin-sur-l'Isle,3.0,LNC,F,LAVAURE-CARDONA,Eveline,UNIS POUR AGIR,17.0,0.0,2.0,569.0,23.94,46.83,0.0
33483,Saint-Sulpice-et-Cameyrac,2.0,LDIV,F,PHILIPPE,Sybil,Liste Républicaine de Défense des Intérêts Communaux,6.0,0.0,1.0,864.0,23.65,50.0,0.0
33494,Salaunes,3.0,LNC,M,PARDES,Jérôme,"Salaunes, l'esprit village",12.0,0.0,2.0,284.0,35.99,58.56,0.0
33498,Salles,3.0,LUG,M,BUREAU,Bruno,UNIS POUR SALLES,23.0,0.0,8.0,1580.0,28.31,52.98,1.0
33529,La Teste-de-Buch,6.0,LLR,M,DAVET,Patrick,UNIS POUR AGIR AVEC VOUS,26.0,0.0,13.0,4144.0,19.17,44.19,0.0
33550,Villenave-d'Ornon,2.0,LDVD,M,PUJOL,Patrick,"VILLENAVE D'ORNON, NOTRE HISTOIRE, NOTRE AVENIR",30.0,0.0,3.0,4060.0,17.38,51.76,0.0
34003,Agde,5.0,LLR,M,D'ETTORE,Gilles,L'UNION AGATHOISE AVEC GILLES D'ETTORE,28.0,0.0,14.0,6278.0,25.49,55.09,0.0
34009,Alignan-du-Vent,2.0,LNC,M,PASTOR,Christophe,VIVRE A ALIGNAN DU VENT,15.0,0.0,1.0,530.0,38.97,53.92,0.0
34014,Assas,1.0,LNC,M,GRAU,Jacques,Engagés pour Agir,15.0,0.0,2.0,509.0,39.61,53.24,0.0
34028,Bédarieux,6.0,LDVG,M,BARSSE,Francis,2020 BEDARIEUX POUR VOUS,21.0,0.0,10.0,1024.0,23.12,38.5,1.0
34050,Candillargues,2.0,LNC,M,MELIN,Anthony,"ENSEMBLE, AGISSONS POUR CANDILLARGUES !",15.0,0.0,2.0,617.0,40.62,53.19,0.0
34057,Castelnau-le-Lez,3.0,LDVC,M,LAFFORGUE,Frédéric,POUR REUNIR POUR REUSSIR FREDERIC LAFFORGUE,27.0,0.0,4.0,2933.0,19.57,52.05,0.0
34079,Clermont-l'Hérault,5.0,LDVC,M,BESSIERE,Gérard,ALLEZ CLERMONT L'HERAULT !,20.0,0.0,9.0,1105.0,17.4,35.69,0.0
34084,Corneilhan,1.0,LNC,M,GELLY,Bertrand,Un Nouveau Départ pour CORNEILHAN,15.0,0.0,1.0,532.0,40.89,58.59,0.0
34088,Cournonterral,3.0,LDIV,M,ARS,William,COURNON'AVENIR,23.0,0.0,1.0,1621.0,31.72,57.83,0.0
34108,Frontignan,4.0,LDVG,M,ARROUY,Michel,passion Frontignan la Peyrade,28.0,0.0,7.0,5078.0,26.68,58.01,1.0
34116,Grabels,1.0,LDVG,M,REVOL,René,"Une équipe, une volonté, une vision",22.0,0.0,2.0,1080.0,19.48,50.0,1.0
34127,Lansargues,1.0,LNC,M,CARLIER,Michel,POUR L'AVENIR RASSEMBLONS NOS ENERGIES,17.0,0.0,2.0,662.0,27.27,42.41,0.0
34142,Lodève,2.0,LDVG,F,LÉVÊQUE,Gaëlle,"Pour Lodève, ensemble allons plus loin",22.0,0.0,18.0,1422.0,27.18,47.04,1.0
34145,Lunel,5.0,LDIV,M,SOUJOL,Pierre,MON PARTI C'EST LUNEL,26.0,0.0,17.0,3284.0,18.43,46.16,0.0
34146,Lunel-Viel,2.0,LDIV,M,FENOY,Fabrice,"Lunel-Viel, un Nouvel Élan",21.0,0.0,2.0,912.0,29.92,51.04,0.0
34147,Magalas,3.0,LNC,M,SIMO-CAZENAVE,Jean-Pierre,MAGALAS ENSEMBLE,17.0,0.0,3.0,649.0,26.15,44.64,0.0
34148,Maraussan,4.0,LDVG,M,PESCE,Serge,MARAUSSAN ENSEMBLE AVEC SERGE PESCE,19.0,0.0,4.0,620.0,18.83,39.85,1.0
34151,Marsillargues,4.0,LDIV,M,SPEZIALE,Patrice,L'AVENIR AVEC VOUS,22.0,0.0,5.0,1209.0,25.63,51.87,0.0
34154,Mauguio,1.0,LDVG,M,BOURREL,Yvon,Mauguio Carnon demain,25.0,0.0,13.0,2710.0,18.07,45.2,1.0
34157,Mèze,3.0,LDIV,M,FRICOU,Henry,ENSEMBLE VERS 2026,25.0,0.0,4.0,2766.0,30.06,48.13,0.0
34169,Montferrier-sur-Lez,3.0,LDVD,F,DEVOISSELLE,Brigitte,AVEC VOUS POUR MONTFERRIER,22.0,0.0,1.0,915.0,27.43,53.67,0.0
34172,Montpellier,4.0,LUG,M,DELAFOSSE,Michaël,MONTPELLIER UNIE,48.0,0.0,34.0,24046.0,15.64,47.23,1.0
34181,Neffiès,3.0,LNC,M,ASTRUC,David,PARTAGEONS L'AVENIR DE NEFFIES,12.0,0.0,1.0,279.0,34.32,57.64,0.0
34198,Pérols,4.0,LUDI,M,RICO,Jean-Pierre,ENSEMBLE POUR PEROLS,22.0,0.0,2.0,1821.0,23.36,48.34,0.0
34199,Pézenas,5.0,LDVG,M,RIVIERE,Armand,LE PRINTEMPS DE PEZENAS,24.0,0.0,5.0,2190.0,35.15,59.24,1.0
34213,Poussan,3.0,LDVG,F,SANCHEZ,Florence,POUSSAN UN NOUVEL ART DE VIVRE,22.0,0.0,2.0,1314.0,26.76,51.47,1.0
34217,Prades-le-Lez,4.0,LECO,F,BRAU,Florence,ENERGIE NOUVELLE POUR PRADES LE LEZ,23.0,0.0,1.0,1351.0,30.59,56.03,1.0
34239,Saint-André-de-Sangonis,5.0,LDIV,M,GABAUDAN,Jean-Pierre,"Saint André de Sangonis, Notre Priorité",22.0,0.0,6.0,862.0,20.37,44.25,0.0
34270,Saint-Jean-de-Védas,4.0,LDVG,M,RIO,François,ÉCRIVONS ENSEMBLE L'AVENIR !,25.0,0.0,2.0,1971.0,23.09,45.09,1.0
34274,Saint-Martin-de-Londres,3.0,LNC,M,BRUNEL,Gérard,BIEN VIVRE À SAINT MARTIN,16.0,0.0,2.0,468.0,22.42,40.84,0.0
34276,Saint-Mathieu-de-Tréviers,2.0,LSOC,M,LOPEZ,Jérôme,"SAINT MATHIEU DE TREVIERS, NATURELLEMENT !",21.0,0.0,4.0,1316.0,33.77,54.45,1.0
34301,Sète,7.0,LDVD,M,COMMEINHES,François,Liste de rassemblement Républicain : Sète comme au premier jour,32.0,0.0,14.0,8033.0,24.25,47.1,0.0
34320,Vailhauquès,1.0,LNC,M,ALMALLAK,Hussam,VAILHAUQUES C'EST VOUS,18.0,0.0,2.0,698.0,33.57,54.75,0.0
34336,Villeneuve-lès-Béziers,4.0,LECO,M,SOLANS,Fabrice,Perspectives 2020-2026,21.0,0.0,3.0,933.0,29.89,52.53,1.0
34337,Villeneuve-lès-Maguelone,1.0,LDVG,F,NEGRET,Véronique,CHOISIR ET AGIR ENSEMBLE POUR VILLENEUVE,25.0,0.0,2.0,2203.0,30.55,51.07,1.0
34343,Viols-le-Fort,3.0,LNC,F,DURAND,Anne,"VIOLS LE FORT : NATURE, CULTURE, PATRIMOINE",12.0,0.0,2.0,337.0,33.04,58.41,0.0
35006,Argentré-du-Plessis,2.0,LDVD,M,BÉVIÈRE,Jean-Noël,"PROCHES DE VOUS, POUR UNE COMMUNE DYNAMIQUE ET SOLIDAIRE!",21.0,0.0,3.0,1132.0,31.95,56.77,0.0
35016,Baulon,2.0,LNC,F,PAQUET,Isabelle,VIVONS BAULON !,15.0,0.0,2.0,424.0,27.73,55.28,0.0
35040,Breteil,3.0,LDIV,F,OZOUX,Isabelle,OSONS BRETEIL,21.0,0.0,3.0,749.0,26.78,53.39,0.0
35059,La Chapelle-des-Fougeretz,4.0,LDVG,F,LE FLOCH,Anne,POUR LA CHAPELLE ECOLOGIQUE ET SOLIDAIRE,19.0,0.0,1.0,771.0,22.71,41.83,1.0
35093,Dinard,1.0,LDVD,M,SALMON,Arnaud,DINARD NOTRE BIEN COMMUN,24.0,0.0,10.0,2015.0,22.47,42.24,0.0
35101,Dourdain,3.0,LNC,F,COURTIGNÉ,Isabelle,"dourdain, l'avenir ensemble",12.0,0.0,2.0,275.0,34.46,52.88,0.0
35145,Langon,2.0,LNC,M,COLLÉAUX,Jean Yves,J'AIME LANGON,12.0,0.0,2.0,363.0,34.77,55.42,0.0
35188,Montfort-sur-Meu,1.0,LDVG,M,DALINO,Fabrice,PARTAGEONS NOS FORCES : INVENTONS DEMAIN!,23.0,0.0,6.0,1461.0,28.23,53.81,1.0
35228,Pleurtuit,3.0,LDVD,F,BEZIER,Sophie,Pour Pleurtuit,22.0,0.0,6.0,1404.0,26.16,50.18,0.0
35238,Rennes,9.0,LUG,F,APPÉRÉ,Nathalie,Pour rennes avec Nathalie Appéré,51.0,0.0,41.0,23352.0,20.03,65.35,1.0
35240,Le Rheu,3.0,LDVG,M,BOULOUX,Mickaël,LE RHEU DEMAIN,22.0,0.0,2.0,1278.0,22.0,51.33,1.0
35288,Saint-Malo,7.0,LDVD,M,LURTON,Gilles,Saint-Malo Notre lien,37.0,0.0,26.0,10676.0,28.09,70.7,0.0
36018,Le Blanc,3.0,LDVC,M,LHERPINIERE,Gilles,LE BLANC VILLE D'AVENIR,24.0,0.0,11.0,1363.0,29.37,61.56,0.0
36093,Levroux,1.0,LNC,M,ROUSSEAU-JOUHENNET,Alexis,CROIRE EN LEVROUX,21.0,0.0,9.0,760.0,34.25,50.7,0.0
36200,Saint-Marcel,1.0,LNC,M,MARTIN,Jean-Paul,Saint-Marcel à venir,15.0,0.0,2.0,424.0,32.1,54.64,0.0
37003,Amboise,1.0,LUD,M,BOUTARD,Thierry,Ensemble agissons pour Amboise,24.0,0.0,12.0,1511.0,17.23,40.84,0.0
37054,Chanceaux-sur-Choisille,3.0,LDVD,M,DAVIET,Gérard,ENSEMBLE,20.0,0.0,2.0,564.0,20.1,42.28,0.0
37063,Château-Renault,1.0,LLR,F,DUPUIS,Brigitte,S'engager pour agir à Château-Renault,24.0,0.0,8.0,1138.0,31.07,56.87,0.0
37072,Chinon,4.0,LDVD,M,DUPONT,Jean-Luc,L'UNION POUR CHINON,23.0,0.0,11.0,1558.0,24.79,54.38,0.0
37123,Langeais,3.0,LSOC,M,ROIRON,Pierre-Alain,NOTRE FORCE C'EST LANGEAIS,22.0,0.0,6.0,951.0,29.28,47.5,1.0
37233,Saint-Pierre-des-Corps,6.0,LDVD,M,FRANCOIS,Emmanuel,SAINT PIERRE AUTREMENT,24.0,0.0,3.0,1736.0,16.2,40.37,0.0
37241,Savigné-sur-Lathan,3.0,LNC,M,BRUN,Hugues,SAVIGNÉ HORIZON 2026,12.0,0.0,2.0,286.0,27.98,50.44,0.0
37261,Tours,6.0,LUG,M,DENIS,Emmanuel,Pour demain Tours 2020,43.0,0.0,29.0,14476.0,18.19,54.94,1.0
38001,Les Abrets en Dauphiné,3.0,LDVC,M,GASTALDELLO,Benjamin,ENSEMBLE BÂTISSONS L'AVENIR DE NOTRE COMMUNE,26.0,0.0,5.0,1052.0,23.63,58.15,0.0
38006,Allevard,2.0,LDIV,M,REBBOAH,Sidney,Allevard coeur de Belledonne,19.0,0.0,2.0,651.0,21.14,37.52,0.0
38022,Les Avenières Veyrins-Thuellin,1.0,LDVC,M,MICHOUD,Daniel,POURSUIVRE AVEC VOUS,25.0,0.0,6.0,1033.0,17.63,49.35,0.0
38027,Barraux,2.0,LNC,F,BEATINI,Ingrid,BARRAUX A-VENIR,15.0,0.0,1.0,562.0,34.91,53.07,0.0
38053,Bourgoin-Jallieu,4.0,LUD,M,CHRIQUI,Vincent,GARDONS LE CAP !,25.0,0.0,12.0,2223.0,13.23,42.44,0.0
38087,Chasse-sur-Rhône,4.0,LDVG,M,BOUVIER,Christophe,CHASSE NOUVELLE ÈRE,21.0,0.0,2.0,677.0,18.48,45.38,1.0
38133,Coublevie,2.0,LECO,F,PERVES,Adrienne,Avenir Coublevie,20.0,0.0,2.0,966.0,24.69,47.01,1.0
38140,Crolles,3.0,LDVC,M,LORIMIER,Philippe,Crolles ensemble,22.0,0.0,5.0,1492.0,22.5,52.37,0.0
38148,Dolomieu,2.0,LNC,F,HARTMANN,Delphine,DOLOMIEU ENSEMBLE,17.0,0.0,2.0,548.0,22.08,47.65,0.0
38151,Echirolles,7.0,LUG,M,SULLI,Renzo,ECHIROLLES EN COMMUN,27.0,0.0,6.0,2353.0,11.31,36.89,1.0
38158,Eybens,2.0,LDVG,M,BEJJAJI,Pierre,Eybens demain,24.0,0.0,2.0,1045.0,15.18,41.57,1.0
38169,Fontaine,4.0,LDVC,M,LONGO,Franck,Ensemble pour Fontaine avec Franck LONGO et Laurent THOVISTE,29.0,0.0,4.0,3124.0,24.05,61.34,0.0
38185,Grenoble,7.0,LDVG,M,PIOLLE,Eric,Grenoble en commun,46.0,0.0,28.0,16169.0,18.67,53.14,1.0
38193,L'Isle-d'Abeau,2.0,LDVC,M,MARION,Cyril,AGISSONS POUR L'ISLE D'ABEAU,26.0,0.0,8.0,1484.0,15.77,55.73,0.0
38212,Livet-et-Gavet,1.0,LNC,M,DUPONT,Gilbert,Continuons d'agir,12.0,0.0,3.0,287.0,32.99,56.94,0.0
38225,Autrans-Méaudre en Vercors,1.0,LNC,M,ARNAUD,Hubert,AUTRANS-MEAUDRE DEMAIN,20.0,0.0,6.0,678.0,25.87,43.24,0.0
38229,Meylan,1.0,LDVG,M,CARDIN,Philippe,AIMEylan,26.0,0.0,2.0,3520.0,25.18,53.86,1.0
38239,Moirans,1.0,LDVG,F,ZULIAN,Valérie,OSONS MOIRANS,20.0,0.0,4.0,875.0,14.54,34.07,1.0
38253,Les Deux-Alpes,1.0,LNC,M,AUBERT,Christophe,Ambitions 2 Alpes,18.0,0.0,6.0,620.0,33.68,48.7,0.0
38298,Le Péage-de-Roussillon,3.0,LDVG,M,MONDANGE,André,RASSEMBLÉS POUR LE PÉAGE,20.0,0.0,4.0,416.0,11.34,37.38,1.0
38337,Rives,5.0,LDVD,M,STEVANT,Julien,ENSEMBLE DYNAMIQUE RIVES,22.0,0.0,3.0,881.0,20.83,46.54,0.0
38374,Saint-Chef,3.0,LDIV,M,DROGOZ,Alexandre,AVEC VOUS POUR SAINT-CHEF,20.0,0.0,2.0,574.0,22.59,45.13,0.0
38378,Saint-Clair-du-Rhône,1.0,LDIV,M,MERLIN,Olivier,CONTINUONS ENSEMBLE VERS L'AVENIR,21.0,0.0,2.0,614.0,19.95,49.48,0.0
38382,Saint-Egrève,1.0,LDVG,M,AMADIEU,Laurent,Ensemble pour demain,27.0,0.0,2.0,2635.0,23.09,59.32,1.0
38399,Saint-Jean-de-Bournay,2.0,LDVG,M,POURRAT,Franck,NOTRE PARTI C'EST SAINT JEAN,21.0,0.0,5.0,1000.0,30.53,54.67,1.0
38416,Saint-Marcellin,2.0,LDVC,M,MOCELLIN,Raphaël,SAINT MARCELLIN AVENIR,20.0,0.0,9.0,677.0,12.98,31.77,0.0
38422,Saint-Martin-d'Uriage,2.0,LECO,M,GIRAUD,Gérald,ENGAGEONS-NOUS POUR DEMAIN,23.0,0.0,2.0,1114.0,24.47,55.07,1.0
38436,Saint-Paul-de-Varces,1.0,LNC,M,RICHARD,David,"Saint-Paul de Varces, passionnément!",14.0,0.0,1.0,576.0,29.24,45.71,0.0
38449,Saint-Quentin-Fallavier,1.0,LDVG,M,BACCONNIER,Michel,CONTINUONS D'AGIR POUR SAINT QUENTIN FALLAVIER,22.0,0.0,3.0,660.0,19.28,52.46,1.0
38474,Sassenage,2.0,LUDI,M,COIGNE,Christian,"Pour Sassenage, une fierté partagée",25.0,0.0,2.0,2157.0,26.98,52.14,0.0
38485,Seyssinet-Pariset,4.0,LDVG,M,LISSY,Guillaume,Seyssinet-Pariset Naturellement,26.0,0.0,2.0,1976.0,24.06,57.36,1.0
38504,Theys,2.0,LNC,F,MILLET,Régine,Theys avec vous,15.0,0.0,1.0,580.0,34.06,47.31,0.0
38517,Tullins,2.0,LDIV,M,CANTOURNET,Gérald,Un nouvel élan pour Tullins-Fures,22.0,0.0,3.0,1221.0,21.94,52.36,0.0
38545,Vif,2.0,LDVD,M,GENET,Guy,Ensemble soyons Vif,20.0,0.0,2.0,940.0,14.24,34.76,0.0
38547,Villard-Bonnot,2.0,LDVD,M,BEAU,Patrick,De l'ambition pour Villard Bonnot,23.0,0.0,4.0,863.0,16.06,53.4,0.0
38553,Villefontaine,1.0,LDVC,M,NICOLE-WILLIAMS,Patrick,BIEN VIVRE À VILLEFONTAINE,25.0,0.0,8.0,1258.0,11.44,46.15,0.0
38562,Vizille,2.0,LDVG,F,TROTON,Catherine,Vizille au coeur,22.0,0.0,2.0,843.0,17.33,44.46,1.0
39300,Lons-le-Saunier,2.0,LDVG,M,RAVIER,Jean-Yves,CHANGER DE CAP,25.0,0.0,18.0,2399.0,22.03,52.35,1.0
39475,Saint-Amour,3.0,LNC,F,VAUCHER,Valérie,SAINT AMOUR POUR VOUS,15.0,0.0,7.0,442.0,27.92,51.82,0.0
39478,Saint-Claude,3.0,LDVD,M,MILLET,Jean-Louis,Saint-Claude avec vous,22.0,0.0,15.0,1278.0,23.91,46.52,0.0
39491,COTEAUX DU LIZON,2.0,LNC,M,FREZIER,Roland,ENSEMBLE POUR REUSSIR,16.0,0.0,4.0,343.0,19.63,38.03,0.0
39500,Salins-les-Bains,3.0,LNC,M,CETRE,Michel,"SALINOISE, SALINOIS ENSEMBLE ET AUTREMENT",17.0,0.0,6.0,516.0,27.52,44.18,0.0
40001,Aire-sur-l'Adour,1.0,LDVC,M,LAGRAVE,Xavier,CONTINUONS D'AVANCER POUR AIRE,22.0,0.0,14.0,1363.0,29.96,50.39,0.0
40046,Biscarrosse,3.0,LDVD,F,LARREZET,Hélène,PASSIONNÉMENT BISCARROSSE,26.0,0.0,12.0,3061.0,24.28,53.99,0.0
40184,Mimizan,1.0,LDVG,M,POMAREZ,Frédéric,ENSEMBLE POUR MIMIZAN,22.0,0.0,10.0,1888.0,32.19,52.89,1.0
40209,Ondres,1.0,LDVG,F,BELIN,Eva,ONDRES AVEC VOUS,22.0,0.0,5.0,1070.0,25.73,47.81,1.0
40217,Parentis-en-Born,1.0,LDVD,F,NADAU,Marie-Françoise,Union citoyenne pour Parentis,22.0,0.0,6.0,1320.0,26.33,52.63,0.0
40279,Saint-Paul lès Dax,3.0,LDVG,M,BAZUS,Julien,ST PAUL ENSEMBLE ET AUTREMENT,24.0,0.0,8.0,1845.0,19.29,39.09,1.0
40281,Saint-Pierre-du-Mont,4.0,LDVD,M,BONNET,Joël,CONTINUONS ENSEMBLE POUR SAINT-PIERRE-DU-MONT,23.0,0.0,6.0,1636.0,23.26,53.67,0.0
40284,Saint-Vincent-de-Tyrosse,3.0,LDVG,M,GELEZ,Regis,ENSEMBLE POUR TYROSSE,24.0,0.0,5.0,1519.0,25.22,57.52,1.0
