Code commune,Libellé de la commune,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,Ordre_candidat,D_elec_2020
51649,Vitry-le-François,LSOC,M,BOUQUET,Jean-Pierre,Fiers d'être Vitryats,25,0.0,18.0,2122.0,26.1,47.25,1,1.0
51660,Warmeriville,LDVD,M,MOUSEL,Patrice,BIEN VIVRE ENSEMBLE A WARMERIVILLE,15,0.0,5.0,598.0,35.87,52.92,2,0.0
52121,Chaumont,LUD,F,GUILLEMY,Christine,chaumont en mouvement,27,0.0,17.0,4262.0,26.49,52.27,2,0.0
52194,Eurville-Bienville,LDVD,M,BOZEK,Jean,encore plus loin ensemble,15,0.0,3.0,562.0,38.39,48.95,2,0.0
52269,Langres,LDVD,F,DELONG,Sophie,AU QUOTIDIEN À VOS COTÉS,22,0.0,18.0,1764.0,31.57,52.66,2,0.0
52550,Wassy,LDVD,M,MATHIEU,Christel,"Wassy, pont-varin, avec vous, pour vous",17,0.0,4.0,598.0,29.55,47.01,3,0.0
53130,Laval,LUD,M,ZOCCHETTO,François,ENSEMBLE REVEILLONS LAVAL,35,0.0,24.0,10498.0,32.55,51.57,2,0.0
54051,Batilly,LUC,M,DEFER,Robert,PLUS LOIN AVEC VOUS,12,0.0,2.0,405.0,40.1,55.71,2,0.0
54090,Bouxières-aux-Dames,LDIV,M,MACHADO,Denis,NOUVEAU SOUFFLE POUR BOUXIERES,19,0.0,3.0,824.0,25.45,36.98,2,0.0
54159,Dombasle-sur-Meurthe,LDVG,M,FISCHER,David,DOMBASLE ENSEMBLE,21,0.0,9.0,1990.0,28.63,44.55,2,1.0
54184,Essey-lès-Nancy,LSOC,M,BREUILLE,Michel,Avec vous continuons Essey,22,0.0,2.0,1751.0,28.83,50.81,1,1.0
54274,Jarville-la-Malgrange,LDVD,M,HURPEAU,Jean-Pierre,JARVILLE HORIZON,21,0.0,2.0,1191.0,21.53,39.57,3,0.0
54321,Longlaville,LDVG,M,DURIEZ,Jean-Marc,RASSEMBLES POUR AGIR,15,0.0,2.0,491.0,32.71,51.31,2,1.0
54323,Longwy,LUG,M,FOURNEL,Jean-Marc,"ENSEMBLE, UN AUTRE AVENIR POUR LONGWY",26,0.0,8.0,2182.0,25.68,54.7,1,1.0
54351,Marbache,LDVD,F,HENCK,Patricia,CONSTRUISONS NOTRE AVENIR,14,0.0,2.0,427.0,34.21,46.72,3,0.0
54375,Montauville,LDIV,M,FLEURY,Pascal,ENSEMBLE CONSTRUISONS DEMAIN,11,0.0,2.0,285.0,30.58,42.41,1,0.0
54395,Nancy,LUD,M,HÉNART,Laurent,AIMER NANCY,42,0.0,25.0,15418.0,30.41,52.91,2,0.0
54415,Pagny-sur-Moselle,LDVG,M,BIANCHIN,René,"ENSEMBLE, AGISSONS POUR PAGNY",20,0.0,4.0,1045.0,30.94,46.57,1,1.0
54451,Réhon,LDVG,M,BLANGUERIN,Jean-Claude,TOUS ENSEMBLE POUR ALLER PLUS LOIN,21,0.0,2.0,735.0,29.12,48.97,1,1.0
54490,Saizerais,LDIV,M,LEGGERI,Ludovic,VIVRE A SAIZERAIS,15,0.0,2.0,432.0,40.11,56.18,2,0.0
54528,Toul,LUG,M,HARMAND,Alde,TOUL AVENIR SOLIDAIRE,25,0.0,20.0,2782.0,27.29,51.1,1,1.0
54580,Villerupt,LDVG,M,CASONI,Alain,SOLIDARITES ET DYNAMISME,22,0.0,8.0,1511.0,25.51,46.18,2,1.0
55029,Bar-le-Duc,LUDI,M,PANCHER,Bertrand,"BAR LE DUC, ENSEMBLE POUR DEMAIN",25,0.0,17.0,3128.0,29.27,48.68,2,0.0
55166,Dugny-sur-Meuse,LDVG,M,GOURMELON,Jean-Paul,UNE DYNAMIQUE POUR DUGNY,11,0.0,4.0,335.0,29.36,41.51,2,1.0
55463,Saint-Mihiel,LMDM,M,COCHET,Xavier,"POUR REVEILLER SAINT MIHIEL :  CONFIANCE, COMPETENCES,TRANSPARENCE",22,0.0,13.0,1035.0,39.88,57.31,2,0.0
55545,Verdun,LDVG,M,HAZARD,Samuel,"POUR VERDUN, UNE EQUIPE, UN PROJET",25,0.0,12.0,3407.0,28.1,49.42,1,1.0
56007,Auray,LUD,M,DUMOULIN,Jean-Claude,BIEN VIVRE A AURAY,25,0.0,6.0,2879.0,32.76,52.5,2,0.0
56008,Baden,LDIV,M,BAINVEL,Michel,ENSEMBLE POUR BADEN,22,0.0,2.0,1476.0,38.3,58.55,2,0.0
56034,Carnac,LDVD,M,LEPICK,Olivier,CARNAC A VOTRE IMAGE,21,0.0,2.0,1597.0,38.59,55.84,2,0.0
56052,Damgan,LDIV,M,LABESSE,Jean-Marie,UN NOUVEAU CAP POUR DAMGAN,15,0.0,2.0,762.0,41.5,53.7,1,0.0
56055,Etel,LDIV,M,HERCEND,Guy,OSONS ETEL DURABLEMENT,15,0.0,2.0,658.0,35.22,50.11,2,0.0
56073,Guémené-sur-Scorff,LDVG,M,LE MOULLEC,René,GUEMENE : UNE NOUVELLE DYNAMIQUE,12,0.0,2.0,337.0,43.6,57.02,2,1.0
56083,Hennebont,LDVG,M,HARTEREAU,André,HENNEBONT INITIATIVES CITOYENNES,25,0.0,4.0,3471.0,30.26,47.67,2,1.0
56098,Lanester,LDVG,F,THIERY,Thérèse,"LANESTER ENSEMBLE, UNE ENERGIE SOLIDAIRE",27,0.0,6.0,4386.0,26.78,51.65,2,1.0
56118,Locmiquélic,LDVG,F,LE MAGUERESSE,Nathalie,LOCMIQUELIC AVENIR,21,0.0,1.0,1206.0,36.49,52.73,1,1.0
56121,Lorient,LSOC,M,METAIRIE,Norbert,AVEC VOUS POUR LORIENT,33,0.0,14.0,8843.0,23.35,42.69,2,1.0
56128,Melrand,LDIV,M,BOULOUARD,Charles,MELRAND CAP AVENIR,14,0.0,2.0,383.0,31.29,39.44,2,0.0
56151,Noyal-Pontivy,LDVD,M,KERRIEN,Marc,ENSEMBLE POUR NOYAL-PONTIVY,21,0.0,2.0,1041.0,36.22,52.23,2,0.0
56152,Le Palais,LDVG,M,LE GARS,Frédéric,"ENSEMBLE, GARDONS LE CAP",18,0.0,9.0,746.0,36.06,51.84,1,1.0
56158,Plescop,LDVG,M,LE TRIONNAIRE,Loïc,PLESCOP AVEC VOUS,21,0.0,2.0,1386.0,33.29,54.27,1,1.0
56162,Ploemeur,LUD,M,LOAS,Ronan,L'UNION POUR PLOEMEUR,25,0.0,5.0,4970.0,30.63,50.5,2,0.0
56165,Ploërmel,LUMP,M,LE DIFFON,Patrick,PLOERMEL EN MOUVEMENT,22,0.0,10.0,2325.0,33.3,47.09,2,0.0
56167,Plougoumelen,LDIV,M,KILMAN,Olivier,S'UNIR POUR CONSTRUIRE L'AVENIR,15,0.0,1.0,714.0,37.8,53.09,1,0.0
56178,Pontivy,LUC,F,LE STRAT,Christine,PONTIVY NOUVEL ELAN 2014,26,0.0,12.0,3254.0,34.87,54.1,4,0.0
56179,Pont-Scorff,LDVD,M,NEVANNEN,Pierrik,PONT-SCORFF NATURELLEMENT,17,0.0,1.0,811.0,30.84,45.18,3,0.0
56181,Port-Louis,LDVG,M,MARTIN,Daniel,PORT LOUIS AVENIR,17,0.0,1.0,692.0,31.03,42.82,1,1.0
56184,Questembert,LDIV,F,MARTIN,Marie Annick,QUESTEMBERT NOUVEL ELAN,23,0.0,6.0,2260.0,40.76,55.01,2,0.0
56185,Quéven,LDVD,M,BOUTRUCHE,Marc,CAP QUEVEN,23,0.0,2.0,2627.0,35.29,56.51,2,0.0
56186,Quiberon,LDVD,M,HILLIET,Bernard,QUIBERON LE RENOUVEAU avec Bernard Hilliet,21,0.0,2.0,1478.0,30.31,42.14,3,0.0
56214,Saint-Gildas-de-Rhuys,LDVG,M,LAYEC,Alain,BIEN VIVRE A SAINT-GILDAS-DE-RHUYS,15,0.0,3.0,693.0,37.24,48.46,1,1.0
56248,Surzur,LDIV,F,NADEAU,Michèle,SURZUR AUJOURD'HUI PREVOIR DEMAIN,21,0.0,2.0,1082.0,34.24,51.57,1,0.0
57017,Amanvillers,LDIV,F,LOGIN,Frédérique,AMANVILLERS RENOUVEAU 2014,15,0.0,1.0,666.0,36.96,50.15,2,0.0
57019,Amnéville,LDIV,M,MUNIER,Eric,NOUVEAUTE SERENITE CONVIVIALITE,25,0.0,6.0,2751.0,32.97,48.85,1,0.0
57058,Behren-lès-Forbach,LDVD,M,FERRAU,Dominique,ENSEMBLE POUR LE RENOUVEAU,23,0.0,4.0,1764.0,33.61,54.87,2,0.0
57102,Bousse,LDIV,M,KOWALCZYK,Pierre,"BOUSSE, UN NOUVEL ELAN",17,0.0,2.0,684.0,29.23,44.3,3,0.0
57143,Clouange,LDIV,M,BOLTZ,Stéphane,CLOUANGE AUTREMENT,20,0.0,3.0,859.0,31.38,47.67,1,0.0
57153,Corny-sur-Moselle,LDVG,M,BLOUET,Denis,ENSEMBLE BATISSONS UN AVENIR,14,0.0,5.0,551.0,31.36,44.62,1,1.0
57218,Fleury,LDIV,M,ECKENFELDER,Jean-Paul,FLEURY ENSEMBLE,12,0.0,2.0,387.0,43.68,52.8,2,0.0
57227,Forbach,LSOC,M,KALINOWSKI,Laurent,ENSEMBLE POUR FORBACH !,27,0.0,11.0,4233.0,29.29,47.73,1,1.0
57254,Gorze,LDVD,M,LEVEE,Frédéric,"GORZE GAGNANT UN VILLAGE, UNE EQUIPE, UN AVENIR",11,0.0,2.0,245.0,32.75,41.95,2,0.0
57306,Hayange,LFN,M,ENGELMANN,Fabien,FRONT NATIONAL POUR HAYANGE,23,0.0,7.0,2290.0,19.12,34.7,4,0.0
57323,Hettange-Grande,LUD,M,BALCERZAK,Roland,Roland BALCERZAK-Une passion pour Hettange-Grande Soetrich,23,0.0,5.0,1962.0,34.6,59.96,2,0.0
57332,Hombourg-Haut,LDVD,M,MULLER,Laurent,UN NOUVEL ELAN POUR HOMBOURG,21,0.0,4.0,1176.0,24.08,39.11,3,0.0
57336,L'Hôpital,LDVG,M,WEBER,Gilbert,POUR VIVRE ENSEMBLE A L'HOPITAL,21,0.0,4.0,1186.0,29.74,43.03,1,1.0
57413,Longeville-lès-Saint-Avold,LDIV,F,THIELEN-KALIS,Suzanne,UNE EQUIPE DYNAMIQUE POUR LONGEVILLE,21,0.0,2.0,1001.0,34.74,51.05,1,0.0
57415,Lorry-lès-Metz,LDIV,M,LE BER,Jean-Yves,AGIR POUR VOUS,14,0.0,1.0,442.0,30.32,42.71,1,0.0
57443,Marange-Silvange,LDIV,M,MULLER,Yves,COMMUNE D'AVENIR 2014,23,0.0,4.0,1583.0,34.23,55.74,2,0.0
57447,Marly,LUD,M,HORY,Thierry,ENSEMBLE POUR MARLY,22,0.0,3.0,2302.0,26.65,42.61,3,0.0
57463,Metz,LSOC,M,GROS,Dominique,FIERS D' ETRE MESSINS,40,0.0,36.0,16008.0,22.24,43.22,1,1.0
57474,Mondelange,LDVD,M,SADOCCO,Rémy Francois,Mondelange Rassemblée pour Changer-Mondelange au coeur,22,0.0,5.0,1320.0,31.06,50.73,3,0.0
57498,Neufchef,LDVG,F,LAMBOUR,Charlotte Dite Carla,Un nouveau souffle pour Neufchef,16,0.0,2.0,529.0,25.87,36.38,1,1.0
57505,Niderviller,LDIV,M,VOURIOT,Claude,"EXPERIENCE, DISPONIBILITE, DES ATOUTS POUR NIDERVILLER",11,0.0,2.0,272.0,29.41,42.9,2,0.0
57508,Nilvange,LDVG,M,BRIZZI,Moreno,Un avenir pour ta ville,20,0.0,4.0,1042.0,26.38,47.47,2,1.0
57556,Puttelange-aux-Lacs,LDVD,M,DECKER,Claude,ENSEMBLE POUR L'AVENIR DE PUTTELANGE,18,0.0,5.0,867.0,39.77,55.58,3,0.0
57602,Rurange-lès-Thionville,LDVG,M,ROSAIRE,Pierre,Ensemble pour vous,15,0.0,2.0,693.0,36.44,52.03,1,1.0
57630,Sarrebourg,LUMP,M,MARTY,Alain,SARREBOURG NOTRE UNIQUE AMBITION,25,0.0,11.0,2412.0,30.66,51.35,2,0.0
57644,Seingbouse,LDVD,F,CELKA,Léonce,SEINGBOUSE AVENIR,15,0.0,2.0,616.0,40.1,51.81,1,0.0
57647,Serémange-Erzange,LCOM,M,JURCZAK,Serge,Ensemble! Vivons notre ville,21,0.0,3.0,1011.0,29.68,50.3,1,0.0
57668,Teting-sur-Nied,LDVD,M,JACQUES,Guy,NOTRE PRIORITE : VOTRE QUOTIDIEN,11,0.0,2.0,358.0,33.43,41.72,2,0.0
57672,Thionville,LUD,F,GROMMERCH,Anne,Thionville au Coeur,32,0.0,17.0,7548.0,28.79,45.97,2,0.0
57680,Troisfontaines,LDIV,M,HORNSPERGER,Sébastien,TROISFONTAINES POUR VOUS,13,0.0,3.0,491.0,46.67,66.71,1,0.0
57716,Vigy,LDIV,M,LE BOZEC,Nicolas,UN MAIRE POUR TOUS - LA MAIRIE A TOUS,15,0.0,3.0,524.0,43.31,53.25,1,0.0
57765,Diesen,LDVD,M,WALKOWIAK,Gabriel,AVEC VOUS POUR BIEN VIVRE A DIESEN,11,0.0,2.0,343.0,36.68,47.64,2,0.0
58079,Clamecy,LDVG,F,BOISORIEUX,Claudine,Vivre Ensemble à Clamecy,20,0.0,10.0,656.0,25.11,40.29,2,1.0
58102,Donzy,LDVD,M,JACOB,Jean-Paul,Poursuivons vers l'avenir,15,0.0,3.0,486.0,40.17,51.59,2,0.0
58121,Garchizy,LDVG,M,MONET,Michel,GARCHIZY A VENIR,21,0.0,2.0,943.0,33.39,50.56,2,1.0
58146,Lucenay-lès-Aix,LDIV,M,FONVERNE,Jean-Marc,Agir pour Lucenay,11,0.0,3.0,246.0,31.99,45.39,2,0.0
58182,Moulins-Engilbert,LDVG,M,MONET,Frédéric,"MOULINS-ENGILBERT ""J'Y CROIS""",16,0.0,6.0,496.0,43.28,58.15,2,1.0
58194,Nevers,LDIV,M,THURIOT,Denis,NEVERS A VENIR,30,0.0,16.0,6721.0,28.59,49.8,2,0.0
58214,Pougues-les-Eaux,LDVG,F,MAITRE,Mauricette,Avançons ensemble,15,0.0,2.0,567.0,32.03,49.01,1,1.0
58227,Saint-Amand-en-Puisaye,LDVG,M,GUEMIN,Joël,AVEC VOUS POUR SAINT- AMAND,12,0.0,2.0,365.0,35.3,50.41,1,1.0
58264,Saint-Pierre-le-Moûtier,LDVD,M,BILLARD,Pierre,Bien vivre ensemble à Saint Pierre le Moûtier,14,0.0,5.0,391.0,27.97,40.06,2,0.0
58303,Varennes-Vauzelles,LDIV,F,BONNICEL,Isabelle,S'unir et Agir à Varennes-Vauzelles,21,0.0,6.0,1887.0,25.33,42.77,3,0.0
59008,Aniche,LDVD,M,HEMEZ,Marc,"CHANGEONS ANICHE, tous ensemble...",25,0.0,3.0,1906.0,28.35,46.37,3,0.0
59009,Villeneuve-d'Ascq,LUG,M,CAUDRON,Gérard,ENSEMBLE POUR VILLENEUVE D'ASCQ 2014,40,0.0,8.0,11905.0,29.92,58.44,1,1.0
59014,Anzin,LSOC,M,BERNARD,Pierre-Michel,unis pour réussir,26,0.0,4.0,2573.0,29.93,54.49,1,1.0
59017,Armentières,LUG,M,HAESEBROECK,Bernard,"ARMENTIERES, DANS LE COEUR ET DANS L'ACTION!",26,0.0,2.0,4430.0,25.71,47.03,1,1.0
59033,Aulnoye-Aymeries,LCOM,M,BAUDOUX,Bernard,"Aulnoye-Aymeries, une ville qui vous ressemble, une ville qui nous rassemble",22,0.0,5.0,2010.0,29.66,50.16,1,0.0
59037,Avesnes-les-Aubert,LUG,M,BASQUIN,Alexandre,LISTE AVESNES AU COEUR CONDUITE PAR ALEXANDRE BASQUIN,23,0.0,4.0,1151.0,44.58,64.88,1,1.0
59043,Bailleul,LDVD,M,DENEUCHE,Marc,UN NOUVEAU SOUFFLE POUR BAILLEUL,25,0.0,9.0,3510.0,31.09,47.29,2,0.0
59053,Bavay,LDVD,M,FREHAUT,Alain,BAVAY Responsable et Solidaire,16,0.0,3.0,633.0,27.91,39.39,3,0.0
59067,Bergues,LDVG,F,BRACHET,Sylvie,CONTINUONS ENSEMBLE,21,0.0,3.0,1125.0,36.7,54.03,1,1.0
59079,Beuvrages,LDVG,M,LENQUETTE,André,ENSEMBLE AU SERVICE DE TOUS,23,0.0,2.0,1204.0,26.09,51.52,2,1.0
59092,Bouchain,LDVD,M,BOLTZ,Jacques-Pierre,"SANS PARTI, UNIS POUR BOUCHAIN",20,0.0,2.0,897.0,29.24,43.76,2,0.0
59098,Bousbecque,LDVD,M,BEEUWSAERT,Alexandre,ENSEMBLE POUR MIEUX VIVRE BOUSBECQUE,20,0.0,1.0,984.0,25.49,43.85,1,0.0
59107,Bray-Dunes,LDVD,F,VERLYNDE,Catherine,BRAY-DUNES POUR TOUS,22,0.0,1.0,1635.0,40.6,58.1,2,0.0
59118,Busigny,LUDI,M,PECQUEUX,Christian,Réunir pour réussir,18,0.0,2.0,706.0,39.35,51.57,2,0.0
59153,Condé-sur-l'Escaut,LUD,M,LELONG,Grégory,CAP 2014,20,0.0,2.0,1422.0,22.72,37.41,2,0.0
59156,Courchelettes,LDIV,M,DHALLUIN,Jean-Claude,Notre ville d'abord,18,0.0,1.0,809.0,39.62,53.79,2,0.0
59158,Coutiches,LDVD,M,FROMONT,Pascal,COUTICHES POUR TOUS,17,0.0,1.0,591.0,28.09,40.34,3,0.0
59163,Croix,LUD,M,CAUCHE,Régis,REUSSIR CROIX 2014,27,0.0,2.0,3518.0,24.78,48.59,2,0.0
59178,Douai,LUG,M,CHEREAU,Frédéric,VIVONS DOUAI !,32,0.0,8.0,6505.0,23.43,45.92,1,1.0
59183,Dunkerque,LDVG,M,VERGRIETE,Patrice,LISTE DE RASSEMBLEMENT REPUBLICAIN POUR DUNKERQUE EN MOUVEMENT,42,0.0,28.0,23020.0,35.7,55.53,2,1.0
59205,Escaudain,LCOM,M,SALIGOT,Bruno,"ENSEMBLE POUR AGIR, L'HUMAIN D'ABORD ! LISTE DE RASSEMBLEMENT PRESENTEE PAR LE PARTI COMMUNISTE, LE FRONT DE GAUCHE ET PAR DE NOMBREUSES PERSONNALITES DE SENSIBILITES DIVERSES",23,0.0,3.0,1867.0,30.34,56.73,1,0.0
59206,Escaudoeuvres,LDVG,M,EGO,Patrice,ENSEMBLE POUR L'AVENIR D'ESCAUDOEUVRES,18,0.0,2.0,942.0,37.66,56.41,1,1.0
59222,Faumont,LDVD,M,FACOMPRE,Michel,ENSEMBLE CONTINUONS A AGIR POUR FAUMONT,15,0.0,1.0,644.0,37.18,50.31,3,0.0
59225,Feignies,LDVG,F,LEPINOY,Chantal,CROIRE EN FEIGNIES,21,0.0,2.0,1220.0,27.56,42.52,2,1.0
59230,Ferrière-la-Grande,LDVG,M,DRONSART,Philippe,UNIS POUR FERRIÈRE,23,0.0,2.0,1277.0,34.43,54.09,1,1.0
59249,Fourmies,LUMP,M,HIRAUX,Mickaël,FOURMIES C'EST NOTRE PARTI,24,0.0,14.0,2299.0,25.56,42.45,3,0.0
59265,Gommegnies,LDVD,M,FIÉRAIN,Jean-Yves,LE NOUVEAU SOUFFLE,14,0.0,2.0,498.0,30.37,40.0,2,0.0
59266,Gondecourt,LDVD,M,BUÉ,Régis,GONDECOURT DEMAIN,22,0.0,2.0,1229.0,38.3,58.05,2,0.0
59272,Grand-Fort-Philippe,LDVG,M,CLINQUART,Sony,VIVRENSEMBLE,21,0.0,2.0,1318.0,31.66,41.34,1,1.0
59276,Guesnain,LUG,F,LUCAS,Maryline,L'Avenir de Guesnain autrement,21,0.0,2.0,1277.0,34.52,53.25,1,1.0
59279,Halluin,LUD,M,DASSONVILLE,Gustave,CHANGEONS L'AVENIR D'HALLUIN,27,0.0,2.0,4627.0,31.17,50.36,2,0.0
59284,Hasnon,LDVG,M,NISON,Yannick,UNION POUR LA DEFENSE DES INTERETS COMMUNAUX,21,0.0,2.0,1011.0,33.34,49.63,2,1.0
59285,Haspres,LSOC,M,DELATTRE,Jean-François,agir pour et avec notre village,18,0.0,2.0,762.0,34.34,52.7,1,1.0
59292,Haveluy,LSOC,M,RYCKELYNCK,Jean-Paul,UN AUTRE AVENIR POUR HAVELUY,19,0.0,2.0,961.0,44.0,58.53,2,1.0
59295,Hazebrouck,LDVD,M,DEBAECKER,Bernard,UN SOUFFLE NOUVEAU POUR HAZEBROUCK,26,0.0,13.0,4587.0,27.54,44.4,2,0.0
59297,Hélesmes,LDVD,M,HUART,Bertrand,UNION POUR HELESMES,14,0.0,2.0,499.0,35.42,48.59,2,0.0
59302,Hérin,LDVG,M,COMYN,Jean-Paul,HERIN EN FORCE,21,0.0,2.0,1030.0,35.74,50.42,2,1.0
59303,Herlies,LDVD,F,AUGER,Marie-Françoise,CHENE 2014 (CONDUIRE HERLIES DANS UN NOUVEL ELAN 2014),15,0.0,1.0,714.0,40.11,56.67,2,0.0
59316,Houplin-Ancoisne,LDVD,M,CRESPEL,Jean,ENSEMBLE POUR REUSSIR,18,0.0,1.0,962.0,37.55,52.23,2,0.0
59323,Jenlain,LDVG,M,LAURENT,Claude,"DE L'EXPERIENCE, DE L'AMBITION POUR JENLAIN",12,0.0,1.0,337.0,39.65,51.22,1,1.0
59327,Lallaing,LDVD,M,DUREUX,Francis,REVIVRE DE NOUVEAU A LALLAING,21,0.0,2.0,1146.0,26.23,37.57,3,0.0
59328,Lambersart,LUD,M,DAUBRESSE,Marc-Philippe,LAMBERSART PASSIONNEMENT AVEC MARC-PHILIPPE DAUBRESSE,27,0.0,3.0,5610.0,26.88,51.71,1,0.0
59331,Landrecies,LDVG,M,LEBLOND,Didier,LANDRECIES AVENIR,21,0.0,3.0,1139.0,42.74,54.21,1,1.0
59340,Leffrinckoucke,LUG,M,WEISBECKER,Bernard,"POUR LEFFRINCKOUCKE, TOUJOURS",20,0.0,1.0,1095.0,29.4,45.17,2,1.0
59346,Lezennes,LSOC,M,GODEFROY,Marc,VIVRE ENSEMBLE LEZENNES 2014,18,0.0,1.0,881.0,32.21,49.22,1,1.0
59350,Lille,LUG,F,AUBRY,Martine,POUR LILLE POUR VOUS,47,0.0,25.0,29125.0,24.07,52.06,1,1.0
59356,Lompret,LDVG,F,MOENECLAEY,Hélène,LOMPRET 2014,15,0.0,1.0,609.0,32.55,47.43,2,1.0
59360,Loos,LDVD,F,VOITURIEZ,Anne,CHOISIR LOOS,27,0.0,2.0,3635.0,28.61,49.78,2,0.0
59367,Lys-lez-Lannoy,LUD,M,JEANNE,Gaëtan,UNION POUR LES LYSSOIS,25,0.0,1.0,2402.0,26.04,46.18,3,0.0
59390,Masny,LDVG,F,GAUTHIEZ,Paulette,L'AVENIR ENSEMBLE POUR MASNY,19,0.0,2.0,712.0,25.2,33.95,2,1.0
59392,Maubeuge,LUD,M,DECAGNY,Arnaud,"Maubeuge , un avenir ensemble",29,0.0,14.0,5295.0,27.06,45.28,2,0.0
59416,Morbecque,LDVD,M,DARQUES,Jérôme,A L'ECOUTE ET AU SERVICE DE TOUS,18,0.0,2.0,795.0,38.46,56.14,1,0.0
59426,Neuville-en-Ferrain,LDVD,F,TONNERRE,Marie,NEUVILLE NOTRE VILLE VOTRE AVENIR,25,0.0,1.0,2357.0,28.03,46.24,3,0.0
59431,Nieppe,LDVD,M,LEMAIRE,Roger,VIVONS NIEPPE ENSEMBLE,22,0.0,5.0,1759.0,27.79,43.46,4,0.0
59447,Onnaing,LDVG,F,GREAUME,Michelle,tous unis pour Onnaing,22,0.0,2.0,1968.0,31.77,51.79,1,1.0
59471,Préseau,LDVD,F,FRANCOIS-LAGNY,Sandrine,PRESEAU PASSIONNEMENT,14,0.0,2.0,558.0,35.59,46.66,1,0.0
59477,Provin,LDVD,M,ZBIERSKI,Joffrey,J'AIME PROVIN,20,0.0,5.0,966.0,31.78,46.22,3,0.0
59507,Ronchin,LUG,M,GEENENS,Patrick,"RONCHIN, Durable et Solidaire",25,0.0,2.0,3101.0,23.62,44.82,1,1.0
59512,Roubaix,LUD,M,DELBAR,Guillaume,Guillaume DELBAR un avenir pour ROUBAIX,36,0.0,10.0,6949.0,14.91,34.85,3,0.0
59514,Rousies,LDVG,F,SULECK,Josiane,FAISONS VIVRE ROUSIES,21,0.0,2.0,1008.0,33.6,51.38,2,1.0
59524,Sainghin-en-Weppes,LDVD,M,CORBILLON,Matthieu,VIVRE A SAINGHIN,21,0.0,1.0,1133.0,26.63,39.02,3,0.0
59525,Sains-du-Nord,LDVD,F,BASQUIN,Christine,Motivés au Service des Sainsois,17,0.0,5.0,634.0,31.46,44.71,4,0.0
59553,Santes,LUD,M,BARRET,Philippe,"SANTES, LES RACINES DE L'AVENIR",22,0.0,1.0,1567.0,33.53,50.13,1,0.0
59564,La Sentinelle,LSOC,F,SOPO,Bernadette,LA SENTINELLE PLUS FORTE AVEC VOUS,18,0.0,2.0,731.0,30.4,50.21,2,1.0
59569,Sin-le-Noble,LDVD,M,DUMONT,Christophe,"Pour Sin-le-Noble, Ensemble et Autrement",24,0.0,4.0,2618.0,24.33,40.58,3,0.0
59571,Solesmes,LDVD,M,SAGNIEZ,Paul,SOLESMES @ VENIR,20,0.0,6.0,1134.0,32.88,46.42,3,0.0
59599,Tourcoing,LUD,M,DARMANIN,Gérald,Vive Tourcoing avec Gérald DARMANIN,39,0.0,10.0,13972.0,21.98,45.61,2,0.0
59606,Valenciennes,LUD,M,DEGALLAIX,Laurent,"VALENCIENNES, POUR VOUS, AVEC VOUS",33,0.0,8.0,6434.0,26.15,50.32,2,0.0
59614,Viesly,LUDI,M,BESIN,Guy,ENSEMBLE POUR LE RENOUVEAU DE VIESLY,11,0.0,2.0,397.0,35.07,45.84,2,0.0
59616,Vieux-Condé,LDVG,M,BUSTIN,Guy,POUR CONSTRUIRE ENSEMBLE,25,0.0,3.0,2456.0,31.81,52.19,2,1.0
59646,Wasquehal,LDVD,F,DUCRET,Stéphanie,WASQUEHAL POUR TOUS,24,0.0,2.0,3764.0,25.06,42.17,3,0.0
59653,Wavrin,LDVD,M,BLONDEAU,Alain,UNION POUR LE CHANGEMENT,22,0.0,1.0,1681.0,28.97,45.87,2,0.0
59654,Waziers,LUG,M,MICHON,Jacques,ENSEMBLE POUR AGIR : L'HUMAIN D'ABORD,22,0.0,2.0,1651.0,33.74,51.42,1,1.0
59659,Wignehies,LDVD,F,CESAR,Dominique,WIGNEHIES CAP 2020,18,0.0,4.0,802.0,36.77,55.54,2,0.0
60044,Balagny-sur-Thérain,LDIV,F,GUILLOU,Marie-Odile,VOS INTÉRÊTS AU  COEUR DE NOS PROJETS,12,0.0,2.0,405.0,34.35,50.12,2,0.0
60057,Beauvais,LUMP,F,CAYEUX,Caroline,beauvais pour tous,36,0.0,28.0,10802.0,31.96,57.24,2,0.0
60065,Berthecourt,LDIV,F,BADIN,Marine,ENSEMBLE POUR BERTHECOURT,14,0.0,2.0,353.0,31.27,41.29,1,0.0
60129,Carlepont,LDIV,M,ARGIER,Patrice,LISTE DE RASSEMBLEMENT POUR CARLEPONT,12,0.0,2.0,378.0,32.23,53.39,1,0.0
60139,Chambly,LSOC,M,LAZARUS,David,"CHAMBLY : HIER, AUJOURD'HUI ET DEMAIN",22,0.0,8.0,1811.0,27.75,50.73,1,1.0
60142,La Chapelle-en-Serval,LUMP,M,DRAY,Daniel,"la Chapelle, un nouveau Cap !",17,0.0,2.0,574.0,29.99,42.71,3,0.0
60154,Cinqueux,LDIV,M,BARBILLON,Philippe,CINQUEUX c'est vous !,14,0.0,2.0,384.0,30.45,43.44,1,0.0
60155,Cires-lès-Mello,LDVD,F,BASQUIN,Béatrice,UNE REELLE DYNAMIQUE AU SERVICE DES CIROIS,20,0.0,6.0,637.0,27.68,43.19,2,0.0
